# halo-id  ra  dec  vres  m200  vdisp200  r200  Ngal  M200err(stat)  M200err(syst)  N200
 717  0.690  0.632  35711  1.9e+14   563  1.1   185  0.14  0.01    19
 718  0.091  0.304  38811  1.0e+14   461  0.9   186  0.22  0.01    22
 719  1.011  0.676  42495  1.5e+14   526  1.0   237  0.15  0.01    24
 720  0.099  0.752  31337  7.4e+13   413  0.8   129  0.57  0.01    18
 721  0.346  0.308  31111  1.4e+14   511  1.0   157  0.25  0.01    32
 722  0.064  0.443   2075  7.5e+13   409  0.8    16  0.20  0.01    16
 723  0.678  0.323  26746  8.5e+13   430  0.9    78  0.29  0.01    21
 724  0.135  0.361  38288  5.2e+14   796  1.6   317  0.08  0.01    31
 725  0.544  0.248  42977  1.4e+14   509  1.0   630  0.08  0.01    59
 726  0.933  0.316  43142  4.9e+13   362  0.7   239  0.42  0.01    19
 727  0.474  0.366  37664  1.3e+14   493  1.0   311  0.13  0.01    30
 728  1.014  0.225  30007  6.7e+13   398  0.8   103  0.57  0.01    18
 729  0.365  0.554  29186  1.1e+14   466  0.9   347  0.13  0.01    52
 730  0.920  0.627  34990  9.8e+13   453  0.9   384  0.18  0.01    32
 731  0.179  0.104  39516     -1      -1   -1   332    -1    -1    -1
 732  0.048  0.098  42820  5.8e+13   381  0.7   612  0.13  0.01    18
 733  0.072  0.730  40089  5.7e+14   820  1.6   417  0.11  0.01   103
 734  0.499  0.380  39947  7.1e+12   188  0.4   409  0.72  0.02    11
 735  0.479  0.138  30653  9.2e+13   443  0.9   315  0.22  0.01    29
 736  0.754  0.012  25320  5.7e+13   376  0.8   161  0.22  0.01    16
 737  0.449  0.965  43826  5.7e+13   380  0.7   178  0.14  0.01    32
 738  0.720  0.568  44125  4.4e+13   348  0.7   249  0.59  0.01     9
 739  0.605  0.283  35867  5.0e+13   363  0.7   302  0.21  0.01    22
 740  0.553  0.632  20353  6.6e+13   395  0.8    73  0.28  0.01    34
 741  0.811  0.451  25242  7.6e+14   898  1.8   210  0.11  0.01    55
 742  0.925  0.850  43747  2.2e+12   127  0.3   197  1.00  0.02     7
 743  0.278  0.168  34387  1.7e+14   541  1.1   336  0.27  0.01    47
 744  0.276  0.972  41683  4.6e+13   352  0.7   248  0.07  0.01    27
 745  0.964  0.400  34993  1.6e+14   536  1.1   228  0.35  0.01    22
 746  0.794  0.041  35130  5.0e+13   362  0.7   428  0.21  0.01    29
 747  0.559  0.443  22257  4.3e+13   342  0.7    97  0.29  0.01    25
 748  0.759  0.019  25333  4.8e+13   355  0.7   192  0.27  0.01    17
 749  0.238  0.526  36989  1.5e+14   522  1.0   385  0.17  0.01    26
 750  0.134  0.345  38242  2.1e+14   586  1.2   400  0.10  0.01    28
 751  0.523  0.744  32808  7.2e+14   886  1.7   188  0.13  0.01    37
 752  0.797  0.992  42709  4.8e+13   358  0.7   122  0.31  0.01    26
 753  0.290  0.140  23229  8.5e+13   429  0.9    72  0.31  0.01    21
 754  0.800  0.467  25027  1.4e+14   515  1.0   246  0.16  0.01    20
 755  0.932  0.407  24824  6.1e+13   384  0.8   124  0.33  0.01    21
 756  0.122  0.260  34850     -1      -1   -1   214    -1    -1    -1
 757  0.750  0.804  33293  5.4e+13   370  0.7   180  0.49  0.01    19
 758  0.189  0.117  23651  6.3e+13   390  0.8   139  0.32  0.01    22
 759  0.819  0.297  16175  2.2e+14   591  1.2   128  0.11  0.01    29
 760  0.442  0.286  40415  1.0e+14   461  0.9   527  0.14  0.01    22
 761  0.742  0.550  30506  1.5e+14   526  1.0   164  0.16  0.01    47
 762  0.008  0.615  33542  1.4e+14   511  1.0   197  0.25  0.01    43
 763  0.281  0.973  41620  7.2e+13   410  0.8   257  0.06  0.01    26
 764  0.457  0.833  39092     -1      -1   -1   186    -1    -1    -1
 765  0.398  0.537  28076  4.2e+13   339  0.7   178  0.39  0.01    21
 766  0.095  0.965  37177  1.4e+14   506  1.0   263  0.22  0.01    64
 767  0.327  0.171  42624     -1      -1   -1   163    -1    -1    -1
 768  0.707  0.559  42331  4.4e+13   347  0.7   378  0.12  0.01    16
 769  0.038  0.412  21490  2.8e+13   297  0.6    80  0.65  0.01    21
 770  0.938  0.841  36691  5.5e+13   374  0.7   122  0.30  0.01    20
 771  0.078  0.068  40247  6.8e+13   401  0.8   167  0.26  0.01    18
 772  0.822  0.349  21938  1.1e+14   468  0.9   111  0.23  0.01    20
 773  0.986  1.023  28056     -1      -1   -1    93    -1    -1    -1
 774  0.826  0.256  32183  6.1e+13   386  0.8   110  0.36  0.01    20
 775  0.095  0.508  30302  7.8e+13   418  0.8   212  0.60  0.01    18
 776  0.179  0.056  44008  1.1e+14   473  0.9   331  0.13  0.01    22
 777  0.612  0.645  23724  2.1e+13   267  0.5    81  0.91  0.01     0
 778  0.275  0.170  34358  6.7e+13   398  0.8   325  0.35  0.01    31
 779  0.722  0.739  23623  1.2e+14   480  1.0   191  0.09  0.01    38
 780  0.508  0.282  32459  2.0e+13   267  0.5   145  0.79  0.01    14
 781  0.034  0.634  31177  1.1e+14   474  0.9   183  0.23  0.01    42
 782  0.811  0.116  23364  2.9e+12   138  0.3    26  1.40  0.02     0
 783  0.577  1.013  27704  7.9e+13   420  0.8    47  0.84  0.01     0
 784  0.244  0.026  44026  4.5e+13   351  0.7   253  0.50  0.01    37
 785  0.228  0.513  25105  2.6e+13   287  0.6   190  0.61  0.01    16
 786  0.621  0.843  27217  4.4e+14   747  1.5   123  0.11  0.01    24
 787  0.059  0.034  27259  1.2e+14   484  1.0   158  0.18  0.01    25
 788  0.319  0.388  26456  1.3e+14   500  1.0   131  0.28  0.01    27
 789  0.863  0.929  35480  5.4e+13   372  0.7   103  0.41  0.01    22
 790  0.696  0.565  33379  6.4e+13   393  0.8   143  0.44  0.01    23
 791  0.455  0.847  23605  8.6e+13   431  0.9    84  0.24  0.01    28
 792  0.501  0.969  26431  3.2e+13   311  0.6   114  0.50  0.01    21
 793  0.451  0.372  42993  1.4e+14   516  1.0   369  0.11  0.01    28
 794  0.616  0.172  29306  8.5e+13   431  0.9   106  0.50  0.01    26
 795  0.024  0.773  41827  2.1e+13   270  0.5   291  0.36  0.01    18
 796  0.696  0.124  25616  1.2e+14   480  1.0    74  0.31  0.01    17
 797  0.402  0.063  43087  6.3e+13   392  0.8   186  0.16  0.01    26
 798  0.834  0.606  42122  9.5e+13   449  0.9   110  0.43  0.01    26
 799  0.865  0.393  24386  9.4e+13   445  0.9   233  0.24  0.01    26
 800  0.096  0.542  43920  6.3e+15  1846  3.6   165  0.03  0.01    41
 801  0.222  0.276  40245  7.3e+13   412  0.8   184  0.27  0.01    27
 802  0.338  0.415  25565  9.1e+13   439  0.9   266  0.21  0.01    19
 803  0.116  1.025  40298  7.7e+14   910  1.8   125  0.14  0.01    42
 804  0.852  0.319  41715  7.2e+13   410  0.8   354  0.16  0.01    21
 805  1.011  0.332  22367     -1      -1   -1   123    -1    -1    -1
 806  0.218  0.066  42269  7.1e+13   407  0.8   438  0.09  0.01    20
 807  0.011  0.053  40520     -1      -1   -1   138    -1    -1    -1
 808  0.243  0.506  25100  8.1e+13   423  0.8   223  0.41  0.01    23
 809  0.224  0.185  34804  8.5e+13   432  0.9   187  0.58  0.01    15
 810  1.028  0.423  44080  1.1e+15  1021  2.0   364  0.06  0.00    79
 811  0.341  0.646  36270  2.8e+14   646  1.3   158  0.14  0.01    18
 812  0.350  0.870  24519  4.8e+13   356  0.7    87  0.79  0.01    13
 813  0.928  0.765  42053  7.0e+13   407  0.8   296  0.29  0.01    24
 814  0.677  0.169  44071  2.2e+13   277  0.5   129  0.79  0.01    10
 815  0.228  0.474  25899  9.7e+12   208  0.4   133  0.91  0.02    10
 816  0.359  0.002  39240  2.0e+14   582  1.1   194  0.17  0.01    26
 817  1.014  0.334  31131  1.0e+14   456  0.9   207  0.21  0.01    29
 818  0.649  0.598  18050  5.3e+14   791  1.6    78  0.28  0.01    39
 819  0.345  0.387  43297  1.1e+14   469  0.9   195  0.62  0.01    20
 820  0.361  0.381  39056     -1      -1   -1   251    -1    -1    -1
 821  0.201  0.545  21848  6.9e+13   400  0.8   166  0.21  0.01    25
 822  1.038  0.150  25267  7.5e+13   412  0.8    85  0.62  0.01    25
 823  0.959  0.274  33957  5.3e+13   368  0.7   260  0.22  0.01    21
 824  0.962  0.190  25245  3.6e+14   702  1.4   236  0.09  0.01    25
 825  0.133  0.666  43797  5.6e+13   377  0.7   204  0.28  0.01    23
 826  0.281  0.655  38183  8.1e+13   425  0.8   247  0.27  0.01    30
 827  0.699  0.020  37920  5.0e+13   363  0.7   389  0.21  0.01    27
 828  0.956  0.193  24894  1.6e+15  1146  2.3   294  0.06  0.00    84
 829  0.603  0.758  30936  6.7e+13   399  0.8   138  0.27  0.01    27
 830  0.231  0.808  36642  4.7e+11    76  0.2   122  1.32  0.03     2
 831  0.538  0.455  21999  1.1e+14   466  0.9    73  0.72  0.01    15
 832  0.818  0.226  15827  7.4e+13   408  0.8   120  0.19  0.01    21
 833  0.275  0.004  38154  3.9e+13   333  0.7   213  0.32  0.01    16
 834  0.431  0.352  43909  5.7e+13   380  0.7   154  0.21  0.01    20
 835  0.039  0.239  24722  1.8e+14   552  1.1    72  0.54  0.01    20
 836  0.157  0.197  28556  8.7e+13   435  0.9   149  0.28  0.01    19
 837  0.835  0.333  23049  3.8e+14   713  1.4   246  0.10  0.01    29
 838  0.301  0.030  39278  1.0e+13   213  0.4   225  0.78  0.02    11
 839  0.203  0.032  43364  2.1e+15  1277  2.5   880  0.03  0.01   124
 840  0.681  0.657  35500  2.1e+13   271  0.5    73  0.91  0.01     0
 841  0.551  0.061  37176  8.6e+13   434  0.9   126  0.20  0.01    24
 842  0.536  1.031  40385  6.3e+13   392  0.8   190  0.27  0.01    16
 843  0.160  1.041  41312  1.2e+13   225  0.4   136  0.86  0.02     9
 844  0.188  0.327  36781  9.2e+13   444  0.9   230  0.22  0.01    25
 845  0.829  0.444  25332  2.2e+14   591  1.2   204  0.20  0.01    44
 846  0.213  0.262  28884  2.1e+14   585  1.2    85  0.21  0.01    16
 847  0.862  0.254  15826  1.3e+13   229  0.5    45  1.09  0.02     8
 848  0.454  0.836  39365  6.0e+13   385  0.8   156  0.29  0.01    26
 849  0.474  0.376  36342  7.7e+13   418  0.8    93  0.71  0.01     0
 850  0.226  0.560  37336  1.4e+14   513  1.0   188  0.22  0.01    27
 851  0.888  0.997  36229  5.9e+13   383  0.8    85  0.55  0.01    23
 852  0.996  0.411  42926  8.1e+13   427  0.8   303  0.21  0.01    19
 853  0.135  0.972  36140  4.6e+13   351  0.7   170  0.33  0.01    22
 854  0.538  0.831  42474  1.2e+14   484  0.9   176  0.17  0.01    20
 855  0.520  0.621  32936  1.9e+14   569  1.1   104  0.21  0.01    21
 856  0.531  0.387  43939  4.5e+13   351  0.7   127  0.76  0.01    19
 857  0.411  0.948  23168  6.1e+13   385  0.8    67  0.55  0.01    17
 858  0.559  0.680  41477  2.8e+13   299  0.6   140  0.75  0.01    10
 859  0.182  0.384  37447  3.5e+11    68  0.1   182  1.27  0.03     5
 860  0.184  0.106  43256  1.6e+14   541  1.1   438  0.38  0.01     6
 861  0.741  0.230  38162  4.4e+13   346  0.7   207  0.63  0.01    12
 862  0.916  0.509  14808  7.1e+13   403  0.8    28  0.96  0.01     9
 863  0.714  0.352  40890  1.8e+14   554  1.1   190  0.13  0.01    31
 864  0.142  0.735  27560  4.9e+13   357  0.7   257  0.60  0.01    14
 865  0.735  0.703  42943  2.9e+14   654  1.3   390  0.09  0.01    17
 866  0.767  0.205  32357  1.3e+13   232  0.5   105  0.90  0.02    15
 867  0.189  0.375  28374  1.4e+14   505  1.0    95  0.49  0.01    16
 868  0.410  0.063   7620  3.1e+14   662  1.4    52  0.30  0.01    33
 869  0.227  0.535  36689  5.4e+13   371  0.7   327  0.54  0.01    15
 870  0.229  0.529  36766  2.7e+13   296  0.6   377  0.22  0.01    17
 871  0.270  0.706  36478  5.4e+13   372  0.7   156  0.66  0.01    15
 872  0.217  0.325  31351  6.7e+13   399  0.8   119  0.40  0.01    19
 873  0.507  0.767  43812  3.2e+14   680  1.3   132  0.49  0.01    10
 874  0.645  0.222  38070  6.3e+13   392  0.8   177  0.43  0.01    19
 875  0.410  0.796  38355  2.2e+13   274  0.5   145  0.77  0.01    15
 876  0.116  1.010  28356  8.4e+13   429  0.9    29  0.92  0.01    11
 877  0.858  0.503  43747  1.1e+13   218  0.4   209  0.78  0.02    15
 878  0.123  0.198  43994  2.1e+13   270  0.5   162  0.75  0.01    11
 879  0.287  0.122  39117  4.2e+15  1602  3.1   362  0.05  0.01    40
 880  0.422  0.313  31710  9.2e+12   204  0.4    99  0.96  0.02     0
 881  0.604  0.817  28043  9.9e+13   453  0.9   135  0.26  0.01    25
 882  0.092  0.103  23175  1.6e+13   244  0.5   124  0.86  0.02    15
 883  0.722  0.618  32340  3.5e+13   319  0.6   151  0.25  0.01    17
 884  0.518  0.533  40835  8.6e+13   434  0.9   282  0.51  0.01    13
 885  0.960  0.200  32897  4.1e+12   156  0.3   222  0.91  0.02     8
 886  0.448  0.402  43222  1.3e+14   503  1.0   546  0.16  0.01    23
 887  0.305  0.158  30309  3.5e+14   697  1.4   374  0.35  0.01     5
 888  0.142  0.704  41335  1.1e+14   478  0.9   204  0.37  0.01    19
 889  0.525  0.294  44012  6.6e+11    85  0.2   244  1.12  0.03     3
 890  0.881  0.075  15954  1.5e+14   517  1.0    99  0.28  0.01    26
 891  0.057  0.105  42989  2.0e+14   575  1.1   469  0.36  0.01    11
 892  0.904  0.216  44454  3.8e+13   332  0.6   201  0.64  0.01    14
 893  0.148  0.711  35262  2.7e+13   295  0.6   166  0.75  0.01    20
 894  0.046  0.103  42518  9.5e+13   450  0.9   569  0.11  0.01    16
 895  0.140  0.408  27603  4.9e+13   357  0.7    90  0.64  0.01    18
 896  0.293  0.842  30489  1.2e+14   491  1.0    51  0.76  0.01    14
 897  0.615  1.025  19936  5.5e+13   370  0.7    89  0.51  0.01    16
 898  0.195  0.771  22205  9.5e+12   206  0.4    49  1.11  0.02    12
 899  0.993  0.086  43167  5.9e+13   383  0.7   212  0.26  0.01    31
 900  0.844  0.291  25988  7.4e+14   892  1.8   154  0.40  0.01    11
 901  0.035  0.784  25539  1.2e+14   477  1.0    63  0.51  0.01    24
 902  0.081  0.138  40631  8.5e+13   433  0.8   301  0.19  0.01    21
 903  0.922  0.765  42050  4.2e+13   342  0.7   285  0.32  0.01    22
 904  0.051  0.249  41956  6.8e+13   403  0.8   225  0.40  0.01    22
 905  0.554  0.237  43143  3.6e+13   324  0.6   447  0.17  0.01    23
 906  0.889  0.621  34848  1.6e+14   535  1.1   329  0.14  0.01    38
 907  0.083  0.314  26130  3.2e+13   310  0.6   102  0.45  0.01    22
 908  0.572  0.689  34968  1.1e+14   468  0.9   115  0.34  0.01    20
 909  0.189  0.142  43315  9.8e+13   454  0.9   213  0.31  0.01    18
 910  0.475  0.221  41996  5.9e+13   384  0.8   195  0.21  0.01    21
 911  0.755  0.498  15494  2.3e+13   274  0.6    53  0.84  0.01    20
 912  0.785  0.189  43155  9.5e+13   451  0.9   237  0.11  0.01    21
 913  0.786  0.754  33830  7.1e+13   407  0.8   129  0.66  0.01    11
 914  0.515  0.708  41420  1.5e+15  1149  2.2   178  0.07  0.00    18
 915  0.693  0.488  24389  1.9e+14   565  1.1    86  0.16  0.01    19
 916  0.676  0.743  24124  3.9e+13   331  0.7    51  0.91  0.01    11
 917  0.265  0.145  38948  1.1e+13   215  0.4   223  0.78  0.02     9
 918  0.842  0.444  25305  1.1e+12    99  0.2   193  1.13  0.02     4
 919  0.334  0.728  31418  1.2e+13   223  0.4   278  0.74  0.02     9
 920  0.969  0.894  29175  4.4e+13   345  0.7    83  0.80  0.01    10
 921  0.153  0.477  38256  1.6e+14   531  1.0   144  0.22  0.01    18
 922  0.365  0.399  38813  5.1e+13   365  0.7   213  0.58  0.01    19
 923  0.008  0.029  40753     -1      -1   -1   329    -1    -1    -1
 924  0.216  0.958  23457  7.7e+13   416  0.8   100  0.37  0.01    18
 925  0.733  0.245  38335  1.1e+14   465  0.9   365  0.25  0.01    26
 926  0.542  0.049  25265  2.1e+13   270  0.5   190  0.75  0.01    15
 927  0.336  0.234  42520  6.8e+13   402  0.8   158  0.19  0.01    21
 928  0.614  0.977  25052  6.5e+13   393  0.8   101  0.27  0.01    25
 929  0.826  0.244  24426  3.3e+13   313  0.6    53  0.93  0.01    13
 930  0.094  0.078  34149  4.9e+13   358  0.7   109  0.31  0.01    23
 931  0.790  0.557  24771  1.1e+14   470  0.9   123  0.41  0.01    16
 932  0.761  0.285  23058  2.0e+13   266  0.5   110  0.85  0.01    11
 933  0.732  0.912  26677  4.8e+13   356  0.7    38  0.54  0.01    18
 934  0.723  0.635  42725  1.3e+14   495  1.0   154  0.56  0.01    15
 935  0.555  0.904  25915  4.7e+13   353  0.7   116  0.44  0.01    16
 936  0.451  0.489  40636  1.8e+13   257  0.5   185  0.75  0.01    11
 937  0.253  0.535  37132     -1      -1   -1   320    -1    -1    -1
 938  0.813  0.970  43602  5.9e+13   385  0.8   153  0.27  0.01    21
 939  0.904  0.263  36166     -1      -1   -1   173    -1    -1    -1
 940  0.726  0.600  37086     -1      -1   -1    76    -1    -1    -1
 941  0.792  0.036  35150  2.1e+12   124  0.2   352  0.91  0.02     7
 942  0.880  0.886  25156  2.1e+13   268  0.5   136  0.61  0.01    18
 943  0.237  0.595  37715  6.9e+13   403  0.8   191  0.13  0.01    17
 944  0.459  0.304  39818  4.5e+13   351  0.7   371  0.30  0.01    16
 945  0.504  0.460  40718  2.8e+14   646  1.3   227  0.16  0.01    27
 946  0.924  0.220  43760     -1      -1   -1   121    -1    -1    -1
 947  0.404  0.525  27995  3.2e+14   671  1.3   163  0.22  0.01    29
 948  0.134  0.979  36131  2.3e+13   279  0.6   167  0.74  0.01    12
 949  0.664  0.175  38224  1.1e+13   218  0.4    81  0.97  0.02    11
 950  0.837  1.027  29974  5.4e+13   371  0.7   116  0.42  0.01    22
 951  0.965  0.464  43362  1.4e+14   519  1.0   402  0.41  0.01     2
 952  0.109  0.104  44030  1.4e+13   237  0.5   313  0.43  0.02    20
 953  0.534  0.628  15174  1.2e+14   477  1.0    36  0.48  0.01    16
 954  0.883  0.645  35292  3.9e+13   332  0.7   215  0.64  0.01    10
 955  0.808  0.922  33762  2.0e+13   266  0.5    98  0.46  0.01    17
 956  1.041  0.155  31610  3.5e+13   320  0.6   198  0.31  0.01    21
 957  1.024  0.843  29372  2.3e+14   602  1.2   148  0.30  0.01    21
 958  0.348  0.193  41369     -1      -1   -1   192    -1    -1    -1
 959  0.549  0.956  21279  1.7e+14   545  1.1    62  0.70  0.01     2
 960  0.531  0.708  24016  6.9e+13   400  0.8    57  0.82  0.01    12
 961  0.611  0.693  29836  4.2e+13   341  0.7   147  0.70  0.01    15
 962  0.665  0.133  43127  2.7e+13   295  0.6   139  0.22  0.01    18
 963  0.332  0.232  29095  1.7e+14   540  1.1   162  0.23  0.01    19
 964  0.022  0.099  23644  3.1e+14   667  1.3   112  0.53  0.01     8
 965  0.400  0.783  38517  7.1e+13   408  0.8   172  0.24  0.01    19
 966  0.980  0.916  41387  4.8e+13   359  0.7   128  0.36  0.01    17
 967  0.975  0.240  21068  3.5e+14   693  1.4   116  0.22  0.01    18
 968  0.862  0.328  22766  5.1e+13   362  0.7   164  0.40  0.01    20
 969  0.257  0.873  40142  9.7e+13   453  0.9   166  0.26  0.01    20
 970  0.925  0.701  14117  1.0e+14   452  0.9    89  0.23  0.01    26
 971  0.109  0.198  30661  1.1e+14   471  0.9   147  0.25  0.01    21
 972  0.462  0.687  27496  1.5e+14   518  1.0    91  0.64  0.01    10
 973  0.749  0.508  19604     -1      -1   -1    38    -1    -1    -1
 974  0.137  0.425  27656  1.0e+14   459  0.9   108  0.32  0.01    20
 975  0.170  0.973  44148  2.3e+12   129  0.3   105  1.12  0.02     7
 976  0.394  0.535  28103  1.4e+14   513  1.0   175  0.54  0.01     7
 977  0.454  0.344  42952  5.5e+13   374  0.7   289  0.16  0.01    18
 978  0.610  0.443  35040  2.6e+14   631  1.2   361  0.21  0.01    25
 979  0.579  0.491  22463  1.0e+13   212  0.4   115  0.93  0.02    14
 980  0.227  0.312  44416  1.4e+12   110  0.2   102  1.19  0.02     7
 981  0.425  0.790  23717  1.3e+13   227  0.5    67  1.01  0.02    10
 982  0.545  0.432  32176  1.1e+14   477  0.9   106  0.28  0.01    17
 983  0.962  0.203  39756  2.1e+13   272  0.5   346  0.62  0.01    11
 984  0.015  0.401  41680  1.6e+13   249  0.5   447  0.61  0.02    12
 985  0.507  0.284  15881  1.8e+15  1193  2.4    44  0.12  0.00    23
 986  0.480  0.246  41391  3.6e+13   324  0.6   249  0.54  0.01    26
 987  0.459  0.175  30722  1.0e+15   993  2.0   296  0.09  0.00    34
 988  0.529  0.403  20997  2.5e+13   286  0.6    89  0.87  0.01    13
 989  0.838  0.279  25999     -1      -1   -1   153    -1    -1    -1
 990  0.054  0.597  34845  5.3e+12   170  0.3   265  0.84  0.02     8
 991  0.775  0.016  42556  1.0e+14   460  0.9   234  0.21  0.01    31
 992  0.561  0.354  22974  7.6e+13   414  0.8   173  0.22  0.01    26
 993  0.314  0.721  31107  4.5e+13   347  0.7   126  0.31  0.01    26
 994  0.946  0.170  39457  8.9e+13   439  0.9   219  0.54  0.01    15
 995  0.545  0.620  41116  9.6e+13   451  0.9   201  0.23  0.01    18
 996  0.055  1.005  34445  2.0e+14   573  1.1    75  0.45  0.01    22
 997  0.665  0.775  24480  1.3e+14   499  1.0    63  0.72  0.01    14
 998  0.858  0.136  38519  2.6e+13   293  0.6   141  0.76  0.01     6
 999  0.481  0.373  39642  2.5e+14   618  1.2   370  0.12  0.01    33
1000  1.044  0.472  12332  3.0e+14   652  1.3    39  0.30  0.01    30
