# halo-id  ra  dec  vres  m200  vdisp200  r200  Ngal  M200err(stat)  M200err(syst)  N200
 718  0.091  0.304  38565  1.0e+14   461  0.9   139  0.26  0.01    22
 719  1.011  0.676  42294  7.9e+13   424  0.8   171  0.22  0.01    21
 720  0.099  0.752  31326  3.3e+13   313  0.6   117  0.67  0.01    16
 721  0.346  0.308  31010  1.0e+14   457  0.9   120  0.30  0.01    23
 722  0.064  0.443   2075  7.5e+13   409  0.8    16  0.21  0.01    16
 723  0.678  0.323  26779  8.4e+13   430  0.9    68  0.31  0.01    21
 724  0.135  0.361  37979  1.6e+14   531  1.0   217  0.49  0.01    11
 725  0.544  0.248  43078  1.4e+14   509  1.0   548  0.08  0.01    59
 726  0.933  0.316  43043  4.1e+13   339  0.7   183  0.46  0.01    22
 727  0.474  0.366  37655  4.3e+13   343  0.7   172  0.23  0.01    18
 728  1.014  0.225  30014  5.0e+13   361  0.7    86  0.63  0.01    16
 729  0.365  0.554  28936  1.1e+14   466  0.9   207  0.17  0.01    52
 730  0.920  0.627  34881  9.0e+13   441  0.9   316  0.20  0.01    31
 731  0.179  0.104  39443     -1      -1   -1   289    -1    -1    -1
 732  0.048  0.098  42952  5.8e+13   381  0.7   518  0.13  0.01    18
 733  0.072  0.730  40075  2.6e+14   629  1.2   331  0.15  0.01    71
 734  0.499  0.380  39689  7.1e+12   188  0.4   270  0.80  0.02    11
 735  0.479  0.138  30628  4.1e+11    72  0.1   284  1.17  0.03     4
 736  0.754  0.012  25292  4.1e+13   336  0.7   148  0.71  0.01    12
 737  0.449  0.965  43834  3.3e+13   316  0.6   169  0.17  0.01    27
 738  0.720  0.568  44305  4.4e+13   348  0.7   190  0.64  0.01     9
 739  0.605  0.283  35890  5.0e+13   363  0.7   263  0.22  0.01    22
 740  0.553  0.632  20341  5.6e+13   373  0.8    71  0.29  0.01    30
 741  0.811  0.451  25497  1.2e+13   224  0.5   132  0.88  0.02    11
 742  0.925  0.850  43658  2.2e+12   127  0.3   155  1.05  0.02     7
 743  0.278  0.168  34395  1.7e+14   541  1.1   291  0.27  0.01    47
 744  0.276  0.972  41684  4.6e+13   352  0.7   247  0.07  0.01    27
 745  0.964  0.400  34676  1.6e+14   534  1.1   165  0.37  0.01    16
 746  0.794  0.041  35081  5.0e+13   362  0.7   372  0.22  0.01    29
 747  0.559  0.443  22221  4.3e+13   342  0.7    86  0.30  0.01    25
 748  0.759  0.019  25315  4.8e+13   355  0.7   174  0.27  0.01    17
 749  0.238  0.526  36818  1.2e+14   489  1.0   311  0.19  0.01    25
 750  0.134  0.345  37999  8.8e+13   438  0.9   280  0.15  0.01    22
 751  0.523  0.744  32640  5.5e+13   373  0.7   138  0.29  0.01    17
 752  0.797  0.992  42780  2.8e+13   300  0.6   100  0.37  0.01    18
 753  0.290  0.140  23222  8.5e+13   429  0.9    70  0.33  0.01    21
 754  0.800  0.467  24846  3.9e+13   331  0.7   176  0.69  0.01     7
 755  0.932  0.407  24837  4.4e+13   345  0.7    83  0.42  0.01    20
 756  0.122  0.260  34894  4.1e+13   337  0.7   190  0.66  0.01     0
 757  0.750  0.804  33337  4.2e+13   341  0.7   147  0.54  0.01    17
 758  0.189  0.117  23651  6.3e+13   390  0.8   125  0.33  0.01    22
 759  0.819  0.297  16196     -1      -1   -1   117    -1    -1    -1
 760  0.442  0.286  40187  6.8e+13   401  0.8   372  0.19  0.01    20
 761  0.742  0.550  30652  7.1e+13   406  0.8   111  0.24  0.01    36
 762  0.008  0.615  33509  6.2e+13   389  0.8   140  0.37  0.01    35
 763  0.281  0.973  41624  7.2e+13   410  0.8   254  0.07  0.01    26
 764  0.457  0.833  39468     -1      -1   -1   131    -1    -1    -1
 765  0.398  0.537  28029  3.0e+13   304  0.6   142  0.45  0.01    18
 766  0.095  0.965  37125  1.1e+14   472  0.9   195  0.25  0.01    61
 767  0.327  0.171  43552  2.6e+13   293  0.6    84  0.84  0.01     0
 768  0.707  0.559  42256  5.9e+13   385  0.8   271  0.14  0.01    23
 769  0.038  0.412  21470  2.8e+13   297  0.6    77  0.70  0.01    21
 770  0.938  0.841  36738  3.1e+13   308  0.6    98  0.81  0.01    15
 771  0.078  0.068  40276  4.2e+13   341  0.7   120  0.31  0.01    17
 772  0.822  0.349  21911  4.8e+13   355  0.7    76  0.32  0.01    16
 773  0.986  1.023  28007     -1      -1   -1    82    -1    -1    -1
 774  0.826  0.256  32315  5.5e+13   373  0.7    86  0.40  0.01    19
 775  0.095  0.508  30313  5.3e+13   369  0.7   189  0.66  0.01    16
 776  0.179  0.056  44044  8.3e+13   431  0.8   315  0.14  0.01    19
 777  0.612  0.645  23731  1.7e+13   251  0.5    78  0.94  0.02     0
 778  0.275  0.170  34425  6.7e+13   398  0.8   285  0.36  0.01    31
 779  0.722  0.739  23630  1.2e+14   480  1.0   184  0.09  0.01    38
 780  0.508  0.282  32370  2.8e+13   297  0.6   100  0.82  0.01     0
 781  0.034  0.634  31018  1.2e+14   489  1.0   130  0.27  0.01    44
 782  0.811  0.116  23361  2.8e+12   136  0.3    25  1.42  0.02     0
 783  0.577  1.013  27781  3.3e+13   313  0.6    40  0.98  0.01     0
 784  0.244  0.026  44084  4.5e+13   351  0.7   220  0.52  0.01    37
 785  0.228  0.513  25057  2.6e+13   287  0.6   176  0.62  0.01    16
 786  0.621  0.843  27297  3.7e+14   707  1.4    87  0.55  0.01     3
 787  0.059  0.034  27469  1.1e+14   473  0.9   105  0.65  0.01    10
 788  0.319  0.388  26445  1.3e+14   500  1.0   112  0.29  0.01    27
 789  0.863  0.929  35671  5.4e+13   372  0.7    81  0.44  0.01    22
 790  0.696  0.565  33538  5.3e+13   369  0.7   111  0.51  0.01    22
 791  0.455  0.847  23555  8.6e+13   431  0.9    68  0.26  0.01    28
 792  0.501  0.969  26618  3.2e+13   311  0.6    90  0.55  0.01    21
 793  0.451  0.372  43002  6.9e+13   404  0.8   263  0.15  0.01    19
 794  0.616  0.172  29346  5.5e+13   373  0.7    93  0.59  0.01    21
 795  0.024  0.773  41825  2.1e+13   270  0.5   243  0.37  0.01    18
 796  0.696  0.124  25620  1.2e+14   480  1.0    57  0.35  0.01    17
 797  0.402  0.063  43380  3.1e+13   309  0.6   129  0.22  0.01    22
 798  0.834  0.606  42129  9.5e+13   449  0.9    93  0.45  0.01    26
 799  0.865  0.393  24512  9.4e+13   445  0.9   183  0.26  0.01    26
 800  0.096  0.542  43993  3.2e+13   313  0.6   142  0.72  0.01    14
 801  0.222  0.276  40160  7.3e+13   412  0.8   139  0.31  0.01    27
 802  0.338  0.415  25507  5.4e+13   370  0.7   204  0.62  0.01    13
 803  0.116  1.025  40133  3.6e+13   324  0.6    85  0.36  0.01    16
 804  0.852  0.319  41671  2.6e+13   291  0.6   310  0.22  0.01    17
 805  1.011  0.332  22336     -1      -1   -1   110    -1    -1    -1
 806  0.218  0.066  42236  2.8e+13   298  0.6   246  0.17  0.01    16
 807  0.011  0.053  40554     -1      -1   -1   105    -1    -1    -1
 808  0.243  0.506  25065  8.1e+13   423  0.8   201  0.42  0.01    23
 809  0.224  0.185  34613  3.3e+13   314  0.6   134  0.74  0.01    10
 810  1.028  0.423  44297  1.9e+13   263  0.5   287  0.66  0.01    13
 811  0.341  0.646  36417     -1      -1   -1    86    -1    -1    -1
 812  0.350  0.870  24529  4.8e+13   356  0.7    83  0.80  0.01    13
 813  0.928  0.765  42064  7.0e+13   407  0.8   262  0.31  0.01    24
 814  0.677  0.169  44074  2.2e+13   277  0.5   122  0.80  0.01    10
 815  0.228  0.474  25900  9.7e+12   208  0.4   108  0.95  0.02    10
 816  0.359  0.002  39319  2.0e+14   581  1.1   130  0.20  0.01    26
 817  1.014  0.334  30842  5.4e+13   371  0.7   133  0.29  0.01    26
 818  0.649  0.598  18327  1.6e+14   536  1.1    57  0.41  0.01    21
 819  0.345  0.387  43294  6.0e+13   387  0.8   182  0.69  0.01    16
 820  0.361  0.381  38935     -1      -1   -1   204    -1    -1    -1
 821  0.201  0.545  21868  6.9e+13   400  0.8   149  0.22  0.01    25
 822  1.038  0.150  25279  7.5e+13   412  0.8    80  0.63  0.01    25
 823  0.959  0.274  34136  3.8e+13   329  0.7   174  0.28  0.01    18
 824  0.962  0.190  25481     -1      -1   -1   157    -1    -1    -1
 825  0.133  0.666  43701  5.6e+13   377  0.7   151  0.30  0.01    23
 826  0.281  0.655  37999  8.1e+13   426  0.8   190  0.31  0.01    30
 827  0.699  0.020  38084  5.0e+13   363  0.7   264  0.24  0.01    27
 828  0.956  0.193  25278  9.8e+13   452  0.9   168  0.59  0.01    12
 829  0.603  0.758  31145  5.7e+13   376  0.7   102  0.32  0.01    25
 830  0.231  0.808  36654  4.7e+11    76  0.2   113  1.33  0.03     2
 831  0.538  0.455  21989  6.1e+13   384  0.8    64  0.82  0.01    14
 832  0.818  0.226  15812  7.4e+13   408  0.8   109  0.19  0.01    21
 833  0.275  0.004  38177  3.9e+13   333  0.7   175  0.36  0.01    16
 834  0.431  0.352  43959  3.8e+13   333  0.7   122  0.25  0.01    18
 835  0.039  0.239  24716  1.8e+14   552  1.1    69  0.56  0.01    20
 836  0.157  0.197  28807  8.7e+13   434  0.9   120  0.30  0.01    19
 837  0.835  0.333  22896  1.8e+13   254  0.5   164  0.80  0.02    13
 838  0.301  0.030  39257  1.0e+13   213  0.4   198  0.81  0.02    11
 839  0.203  0.032  43497  2.1e+15  1267  2.5   784  0.03  0.00    34
 840  0.681  0.657  35502  1.9e+13   261  0.5    71  0.93  0.01     0
 841  0.551  0.061  37387  7.4e+13   413  0.8    90  0.24  0.01    18
 842  0.536  1.031  40382  5.6e+13   377  0.7   124  0.69  0.01    14
 843  0.160  1.041  41426  1.2e+13   225  0.4    96  0.92  0.02     9
 844  0.188  0.327  36516  9.2e+13   444  0.9   169  0.25  0.01    25
 845  0.829  0.444  25519  4.7e+13   352  0.7   143  0.33  0.01    25
 846  0.213  0.262  28887  9.0e+13   439  0.9    65  0.76  0.01    14
 847  0.862  0.254  15960  1.3e+13   229  0.5    36  1.14  0.02     8
 848  0.454  0.836  39522  4.5e+13   349  0.7   120  0.34  0.01    25
 849  0.474  0.376  36407  3.4e+13   319  0.6    83  0.82  0.01     0
 850  0.226  0.560  37581  1.4e+14   512  1.0   128  0.24  0.01    27
 851  0.888  0.997  36214  5.9e+13   383  0.8    79  0.56  0.01    23
 852  0.996  0.411  42881  8.1e+13   427  0.8   264  0.23  0.01    19
 853  0.135  0.972  35948  1.3e+13   229  0.5   123  0.87  0.02     4
 854  0.538  0.831  42616  6.5e+13   396  0.8   114  0.68  0.01    12
 855  0.520  0.621  32893  9.0e+13   440  0.9    84  0.29  0.01    19
 856  0.531  0.387  43932  4.5e+13   351  0.7   122  0.77  0.01    19
 857  0.411  0.948  23227  6.1e+13   385  0.8    59  0.56  0.01    17
 858  0.559  0.680  41282  2.8e+13   300  0.6   101  0.80  0.01    10
 859  0.182  0.384  37445  3.5e+11    68  0.1   148  1.32  0.03     5
 860  0.184  0.106  42975     -1      -1   -1   314    -1    -1    -1
 861  0.741  0.230  38076  4.4e+13   346  0.7   173  0.66  0.01    12
 862  0.916  0.509  14808  7.1e+13   403  0.8    28  0.96  0.01     9
 863  0.714  0.352  40890  4.8e+13   358  0.7   165  0.21  0.01    18
 864  0.142  0.735  27427  4.9e+13   358  0.7   210  0.63  0.01    14
 865  0.735  0.703  43089  2.8e+13   299  0.6   303  0.61  0.01     8
 866  0.767  0.205  32343  1.3e+13   232  0.5    93  0.93  0.02    15
 867  0.189  0.375  28397  6.5e+13   393  0.8    77  0.77  0.01    13
 868  0.410  0.063   7647  7.7e+13   413  0.8    40  0.45  0.01    26
 869  0.227  0.535  36491  5.4e+13   371  0.7   266  0.57  0.01    15
 870  0.229  0.529  36567  2.5e+13   288  0.6   299  0.24  0.01    18
 871  0.270  0.706  36235  8.0e+13   423  0.8   108  0.68  0.01     0
 872  0.217  0.325  31390  6.7e+13   399  0.8    98  0.45  0.01    19
 873  0.507  0.767  44149     -1      -1   -1    88    -1    -1    -1
 874  0.645  0.222  38064  6.3e+13   392  0.8   142  0.47  0.01    19
 875  0.410  0.796  38359  2.2e+13   274  0.5   125  0.80  0.01    15
 876  0.116  1.010  28359  3.4e+13   316  0.6    27  1.05  0.01    10
 877  0.858  0.503  44005  1.1e+13   218  0.4   131  0.87  0.02    15
 878  0.123  0.198  44334  2.1e+13   270  0.5   113  0.82  0.01    11
 879  0.287  0.122  39027  7.7e+13   419  0.8   307  0.51  0.01    11
 880  0.422  0.313  31715  8.5e+12   199  0.4    95  0.98  0.02     0
 881  0.604  0.817  27684  6.4e+13   391  0.8    90  0.34  0.01    23
 882  0.092  0.103  23172  1.5e+13   238  0.5   112  0.89  0.02    10
 883  0.722  0.618  32218  1.7e+13   249  0.5    99  0.89  0.02    15
 884  0.518  0.533  40823  8.6e+13   434  0.9   232  0.54  0.01    13
 885  0.960  0.200  32949  4.1e+12   156  0.3   173  0.96  0.02     8
 886  0.448  0.402  43233  1.3e+14   503  1.0   532  0.16  0.01    23
 887  0.305  0.158  30336     -1      -1   -1   299    -1    -1    -1
 888  0.142  0.704  41344  1.1e+14   478  0.9   164  0.39  0.01    19
 889  0.525  0.294  43994  6.6e+11    85  0.2   217  1.14  0.03     3
 890  0.881  0.075  15951  4.6e+13   349  0.7    91  0.41  0.01    20
 891  0.057  0.105  43080  1.0e+14   461  0.9   382  0.45  0.01     7
 892  0.904  0.216  44503  3.8e+13   332  0.6   178  0.67  0.01    14
 893  0.148  0.711  35261  1.3e+13   229  0.5   153  0.87  0.02    17
 894  0.046  0.103  42685  9.4e+13   449  0.9   443  0.12  0.01    16
 895  0.140  0.408  27576  3.3e+13   313  0.6    81  0.72  0.01    17
 896  0.293  0.842  30496  1.2e+14   490  1.0    50  0.76  0.01    14
 897  0.615  1.025  19950  5.5e+13   370  0.7    76  0.53  0.01    16
 898  0.195  0.771  22221  9.5e+12   206  0.4    36  1.17  0.02    12
 899  0.993  0.086  43041  5.1e+13   367  0.7   153  0.30  0.01    27
 900  0.844  0.291  26022     -1      -1   -1   111    -1    -1    -1
 901  0.035  0.784  25536  7.7e+13   416  0.8    55  0.58  0.01    21
 902  0.081  0.138  40347  7.2e+13   409  0.8   180  0.25  0.01    17
 903  0.922  0.765  42059  4.2e+13   342  0.7   258  0.32  0.01    22
 904  0.051  0.249  41898  5.2e+13   368  0.7   206  0.43  0.01    21
 905  0.554  0.237  43196  3.6e+13   324  0.6   366  0.19  0.01    23
 906  0.889  0.621  34821  9.6e+13   450  0.9   282  0.17  0.01    33
 907  0.083  0.314  26239  3.2e+13   310  0.6    76  0.48  0.01    22
 908  0.572  0.689  35243  2.6e+12   134  0.3    78  1.17  0.02    10
 909  0.189  0.142  43135  2.5e+13   287  0.6   158  0.74  0.01    12
 910  0.475  0.221  42137  3.3e+13   316  0.6   139  0.73  0.01    10
 911  0.755  0.498  15494  2.3e+13   274  0.6    53  0.82  0.01    20
 912  0.785  0.189  43724  2.5e+13   287  0.6   138  0.76  0.01     9
 913  0.786  0.754  33304     -1      -1   -1    75    -1    -1    -1
 914  0.515  0.708  41479     -1      -1   -1   131    -1    -1    -1
 915  0.693  0.488  23982  7.9e+13   419  0.8    59  0.23  0.01    16
 916  0.676  0.743  24152  3.9e+13   331  0.7    47  0.93  0.01    11
 917  0.265  0.145  38989  1.1e+13   215  0.4   172  0.83  0.02     9
 918  0.842  0.444  25346  1.1e+12    99  0.2   165  1.16  0.02     4
 919  0.334  0.728  31250  6.6e+12   182  0.4   201  0.87  0.02     8
 920  0.969  0.894  28918  4.8e+12   165  0.3    48  1.20  0.02     5
 921  0.153  0.477  38078  8.2e+13   428  0.8   105  0.67  0.01    13
 922  0.365  0.399  38762  5.0e+13   361  0.7   184  0.61  0.01    17
 923  0.008  0.029  40706  6.0e+13   385  0.8   285  0.54  0.01     3
 924  0.216  0.958  23862  7.7e+13   416  0.8    66  0.42  0.01    18
 925  0.733  0.245  38331  1.1e+14   465  0.9   324  0.26  0.01    26
 926  0.542  0.049  25226  2.7e+13   294  0.6   156  0.75  0.01    10
 927  0.336  0.234  42527  6.8e+13   402  0.8   150  0.20  0.01    21
 928  0.614  0.977  25045  4.6e+13   349  0.7    93  0.30  0.01    23
 929  0.826  0.244  24450  1.9e+13   258  0.5    46  1.03  0.01    12
 930  0.094  0.078  34030  4.8e+13   356  0.7    91  0.37  0.01    22
 931  0.790  0.557  24784  1.1e+14   470  0.9   106  0.43  0.01    16
 932  0.761  0.285  23063  2.0e+13   266  0.5   104  0.86  0.01    11
 933  0.732  0.912  26674  4.8e+13   356  0.7    37  0.59  0.01    18
 934  0.723  0.635  42980  1.3e+14   494  1.0   104  0.62  0.01    15
 935  0.555  0.904  25916  3.7e+13   327  0.7    99  0.46  0.01    18
 936  0.451  0.489  40598  4.1e+12   156  0.3   158  0.97  0.02     9
 937  0.253  0.535  37585     -1      -1   -1   219    -1    -1    -1
 938  0.813  0.970  43303  4.9e+13   360  0.7    97  0.34  0.01    16
 939  0.904  0.263  36124     -1      -1   -1   145    -1    -1    -1
 940  0.726  0.600  37086     -1      -1   -1    76    -1    -1    -1
 941  0.792  0.036  35084  2.1e+12   124  0.2   287  0.95  0.02     7
 942  0.880  0.886  25171  1.7e+13   252  0.5   129  0.84  0.02    13
 943  0.237  0.595  37920  2.9e+13   302  0.6   150  0.73  0.01    10
 944  0.459  0.304  39803  4.5e+13   351  0.7   341  0.29  0.01    16
 945  0.504  0.460  40607  3.6e+13   325  0.6   189  0.31  0.01    18
 946  0.924  0.220  43876     -1      -1   -1   104    -1    -1    -1
 947  0.404  0.525  27919  1.5e+14   518  1.0   130  0.29  0.01    22
 948  0.134  0.979  36050  2.3e+13   279  0.6   137  0.78  0.01    12
 949  0.664  0.175  38235  5.0e+12   167  0.3    66  1.12  0.02    10
 950  0.837  1.027  29892  4.2e+13   339  0.7    93  0.47  0.01    21
 951  0.965  0.464  43443  3.7e+15  1549  3.0   364  0.05  0.01    25
 952  0.109  0.104  44098  1.4e+13   237  0.5   267  0.47  0.02    20
 953  0.534  0.628  15189  3.3e+13   311  0.6    29  1.06  0.01     9
 954  0.883  0.645  34998  3.9e+13   333  0.7   136  0.72  0.01    10
 955  0.808  0.922  33846  1.5e+13   243  0.5    71  0.96  0.02     7
 956  1.041  0.155  31616  2.3e+13   278  0.6   176  0.36  0.01    20
 957  1.024  0.843  29300  4.6e+13   351  0.7   123  0.73  0.01    14
 958  0.348  0.193  41358  4.2e+13   343  0.7   179  0.66  0.01     0
 959  0.549  0.956  21349     -1      -1   -1    53    -1    -1    -1
 960  0.531  0.708  24075  6.9e+13   400  0.8    52  0.84  0.01    12
 961  0.611  0.693  29822  3.9e+13   332  0.7   123  0.74  0.01     0
 962  0.665  0.133  43129  1.7e+13   251  0.5   120  0.25  0.02    17
 963  0.332  0.232  29383  4.0e+13   335  0.7    92  0.79  0.01     2
 964  0.022  0.099  23661  4.2e+13   339  0.7    72  0.84  0.01     3
 965  0.400  0.783  38551  7.1e+13   408  0.8   145  0.26  0.01    19
 966  0.980  0.916  41555  4.8e+13   358  0.7    87  0.41  0.01    17
 967  0.975  0.240  21193  1.3e+13   226  0.5    89  0.96  0.02     8
 968  0.862  0.328  22745  5.1e+13   362  0.7   149  0.41  0.01    20
 969  0.257  0.873  40110  6.4e+13   393  0.8   118  0.35  0.01    19
 970  0.925  0.701  14134  3.6e+13   321  0.7    77  0.31  0.01    20
 971  0.109  0.198  30680  1.1e+14   471  0.9   114  0.28  0.01    21
 972  0.462  0.687  27502  8.3e+13   427  0.9    81  0.73  0.01     9
 973  0.749  0.508  19596  2.4e+13   280  0.6    33  1.07  0.01     0
 974  0.137  0.425  27623  4.7e+13   354  0.7    89  0.41  0.01    18
 975  0.170  0.973  44186  2.3e+12   129  0.3    95  1.14  0.02     7
 976  0.394  0.535  28090  9.0e+13   440  0.9   146  0.62  0.01     5
 977  0.454  0.344  43436  5.4e+13   374  0.7   179  0.20  0.01    18
 978  0.610  0.443  35040  2.6e+13   291  0.6   321  0.62  0.01    10
 979  0.579  0.491  22471  1.3e+13   228  0.5   112  0.91  0.02    13
 980  0.227  0.312  44436  1.1e+12   100  0.2    95  1.24  0.02     6
 981  0.425  0.790  23676  1.3e+13   227  0.5    61  1.03  0.02    10
 982  0.545  0.432  32194  4.1e+13   339  0.7    86  0.80  0.01    15
 983  0.962  0.203  39475  9.1e+12   204  0.4   207  0.82  0.02     8
 984  0.015  0.401  41844  1.6e+13   249  0.5   244  0.71  0.02    12
 985  0.507  0.284  15469  3.0e+12   139  0.3    37  1.34  0.02     6
 986  0.480  0.246  41318  3.5e+13   323  0.6   217  0.55  0.01    22
 987  0.459  0.175  30363  3.6e+14   697  1.4   197  0.43  0.01     2
 988  0.529  0.403  21167  2.5e+13   286  0.6    71  0.91  0.01    13
 989  0.838  0.279  25847  1.6e+14   528  1.1   111  0.61  0.01     0
 990  0.054  0.597  34779  5.3e+12   170  0.3   150  0.95  0.02     8
 991  0.775  0.016  42732  8.5e+13   434  0.8   147  0.26  0.01    26
 992  0.561  0.354  22986  3.8e+13   329  0.7    91  0.34  0.01    23
 993  0.314  0.721  31112  4.5e+13   347  0.7   108  0.33  0.01    26
 994  0.946  0.170  39502  8.8e+13   439  0.9   163  0.59  0.01    15
 995  0.545  0.620  41187  9.6e+13   451  0.9   164  0.24  0.01    18
 996  0.055  1.005  34347  8.3e+13   428  0.8    61  0.57  0.01    16
 997  0.665  0.775  24457  1.3e+14   499  1.0    48  0.77  0.01    14
 998  0.858  0.136  38549     -1      -1   -1   111    -1    -1    -1
 999  0.481  0.373  39711  2.4e+14   618  1.2   241  0.14  0.01    31
1000  1.044  0.472  12131  7.6e+13   412  0.8    29  0.44  0.01    25
