# halo-id  ra  dec  vres  m200  vdisp200  r200  N200  M200err(stat)  M200err(syst)  Ngal
 718  0.112  0.806  36488  1.4e+14   516  1.0    35  0.25  0.01    76
 719  0.035  1.154  42122  1.1e+14   478  0.9    11  0.74  0.01    67
 720  0.468  0.220  45694  4.7e+13   355  0.7    41  0.20  0.01   322
 721  0.495  0.618  30058  1.1e+14   470  0.9    32  0.25  0.01   144
 722  1.025  0.447  43217  3.0e+14   665  1.3   124  0.14  0.01   275
 723  0.851  0.354  31275  6.8e+13   401  0.8    28  0.27  0.01   215
 724  0.262  0.250  35970  9.9e+13   455  0.9    50  0.24  0.01   223
 725  0.816  1.116  32826  8.6e+13   434  0.9    32  0.27  0.01    91
 726  0.771  0.775  40421  1.8e+14   559  1.1    76  0.25  0.01   199
 727  1.072  0.184  30890  1.2e+14   480  1.0    45  0.31  0.01   174
 728  0.062  0.275  48308  6.7e+13   401  0.8    25  0.36  0.01   178
 729  0.383  1.179  22628  1.4e+14   506  1.0    59  0.15  0.01    96
 730  0.158  0.737  33218  7.0e+13   404  0.8    28  0.36  0.01   154
 731  1.099  1.430  46981  9.8e+13   456  0.9    46  0.16  0.01   130
 732  0.207  0.260  35963  5.5e+13   373  0.7    28  0.22  0.01   264
 733  0.836  0.367  31327  2.1e+14   584  1.2    75  0.29  0.01   234
 734  1.387  0.477  44498  5.9e+13   385  0.8    28  0.30  0.01   220
 735  0.734  0.525  36735  1.5e+14   524  1.0    54  0.21  0.01   280
 736  0.021  0.202  48121  1.8e+14   564  1.1    63  0.22  0.01   245
 737  0.958  0.167  33016  1.2e+14   487  1.0    63  0.14  0.01   506
 738  0.142  0.541  46455  1.6e+14   536  1.0    62  0.21  0.01   200
 739  0.649  0.898  46535  1.2e+14   493  1.0    34  0.18  0.01   244
 740  1.319  0.543  47733  1.1e+14   468  0.9    47  0.17  0.01   159
 741  1.424  0.363  30105  2.7e+13   292  0.6    22  0.34  0.01   116
 742  0.802  0.425  45340  6.5e+13   397  0.8    33  0.27  0.01   246
 743  0.271  0.824  37749  1.2e+14   483  1.0    48  0.25  0.01   151
 744  0.160  0.391  47050  7.0e+13   406  0.8    37  0.28  0.01   214
 745  0.833  0.275  40187  2.8e+14   650  1.3   110  0.22  0.01   325
 746  1.376  1.057  46600  1.3e+14   503  1.0    51  0.14  0.01   205
 747  0.022  0.370  46963  1.4e+14   509  1.0    49  0.23  0.01   235
 748  0.271  0.045  49254  4.1e+13   342  0.7    29  0.38  0.01   336
 749  1.133  0.242  28528  1.6e+14   537  1.1    53  0.31  0.01   127
 750  1.547  0.901  11416  1.1e+14   470  1.0    31  0.31  0.01    36
 751  1.514  1.204  37463  3.3e+13   315  0.6    14  0.88  0.01    73
 752  0.131  0.795  33053  4.9e+13   359  0.7    23  0.33  0.01   155
 753  0.046  0.893  29355  3.8e+13   329  0.7    25  0.45  0.01    69
 754  0.978  0.850  20975  1.3e+14   491  1.0    38  0.39  0.01    74
 755  0.019  0.359  40935  1.2e+14   491  1.0    69  0.22  0.01   239
 756  1.398  0.180  43568  1.3e+13   228  0.4    19  0.41  0.02   220
 757  0.287  0.523  46046  7.2e+13   411  0.8    40  0.16  0.01   375
 758  0.042  0.110  43809  2.7e+13   294  0.6    27  0.24  0.01   192
 759  0.321  0.182  35785  2.4e+14   616  1.2    38  0.18  0.01   209
 760  0.249  0.519  35638  1.4e+14   512  1.0    80  0.39  0.01   187
 761  0.793  0.023  24045  2.7e+13   293  0.6    25  0.28  0.01   218
 762  0.863  0.658  34355  6.6e+13   397  0.8    42  0.29  0.01   171
 763  1.264  0.708  44855  1.3e+14   503  1.0    34  0.21  0.01   167
 764  1.501  0.965  40980  5.3e+13   369  0.7    33  0.42  0.01    77
 765  1.047  1.007  22950  5.9e+13   380  0.8    32  0.35  0.01   111
 766  1.300  0.551  34261  5.9e+13   383  0.8    27  0.37  0.01   178
 767  0.174  0.826  47827  6.1e+13   389  0.8    27  0.27  0.01   120
 768  0.762  0.644  49165  6.2e+13   392  0.8    39  0.14  0.01   119
 769  0.018  0.367  29437  1.0e+14   460  0.9    33  0.29  0.01    74
 770  1.278  0.226  41402  9.7e+13   453  0.9    38  0.26  0.01   255
 771  0.205  0.264  35929  6.0e+13   384  0.8    36  0.24  0.01   263
 772  0.641  1.411  49586  7.0e+13   408  0.8    22  0.30  0.01    68
 773  0.543  0.958  47745  5.0e+14   790  1.5   194  0.07  0.01   402
 774  0.467  0.796  39333  5.7e+13   379  0.7    25  0.59  0.01    84
 775  0.873  0.367  46204  7.9e+13   423  0.8    47  0.25  0.01   267
 776  0.264  0.364  38624  5.1e+12   168  0.3    10  1.06  0.02    97
 777  1.125  0.380  49872  2.5e+14   623  1.2   100  0.12  0.01   380
 778  0.163  0.104  48224  1.7e+14   547  1.1    49  0.12  0.01   458
 779  0.051  0.570  24473  6.2e+13   386  0.8    10  0.76  0.01    98
 780  1.247  0.541  33364  7.5e+13   414  0.8    30  0.25  0.01   150
 781  1.315  0.649  31536  4.8e+13   356  0.7    30  0.48  0.01   132
 782  0.866  0.114  41093  1.8e+14   555  1.1    70  0.18  0.01   356
 783  1.506  0.490  39918  7.1e+13   408  0.8    44  0.34  0.01   260
 784  0.705  0.209  40921  9.3e+13   446  0.9    32  0.24  0.01   127
 785  1.434  0.902  45288  7.0e+13   407  0.8    30  0.27  0.01   108
 786  0.536  0.363  44830  5.4e+13   373  0.7    31  0.23  0.01   298
 787  0.791  0.235  38496  4.4e+14   750  1.5    37  0.13  0.01   224
 788  0.864  0.005  47251  5.6e+13   379  0.7    38  0.27  0.01   324
 789  1.515  0.803  12685  1.8e+14   548  1.1    48  0.21  0.01    83
 790  1.481  0.093  30009  1.5e+14   526  1.0    58  0.22  0.01   112
 791  0.132  0.580  35644  5.5e+13   374  0.7    31  0.45  0.01   148
 792  1.055  0.427  23632  2.9e+13   299  0.6    23  0.41  0.01    62
 793  0.858  0.423  21272  3.8e+13   328  0.7    29  0.38  0.01   176
 794  0.043  0.778  38530  7.2e+13   409  0.8    37  0.28  0.01   113
 795  0.124  0.681  44531  1.2e+14   482  0.9    60  0.17  0.01   264
 796  0.388  0.147  49388  9.8e+13   456  0.9    30  0.19  0.01   169
 797  0.634  0.987  40967  4.7e+13   355  0.7    26  0.36  0.01   113
 798  0.987  0.735  13995  7.2e+13   406  0.8    25  0.21  0.01    68
 799  0.510  0.839  20385  9.8e+13   450  0.9    30  0.33  0.01    51
 800  0.888  0.872  26594  4.3e+13   342  0.7    23  0.49  0.01    68
 801  0.969  0.686  37018  1.4e+14   506  1.0    50  0.31  0.01   128
 802  1.385  0.382  43978  5.5e+13   374  0.7    37  0.17  0.01   441
 803  1.261  0.527  39954  4.7e+13   355  0.7    29  0.48  0.01   207
 804  0.533  0.787  27852  2.4e+14   613  1.2    49  0.40  0.01    85
 805  1.527  0.557  35492  1.3e+14   498  1.0    49  0.30  0.01   156
 806  1.063  0.024  35703  3.3e+13   316  0.6    21  0.34  0.01   102
 807  0.835  0.409  15089  3.6e+13   320  0.7    20  0.23  0.01    46
 808  1.320  0.572  47521  1.2e+14   492  1.0    47  0.18  0.01   333
 809  0.513  0.282  44712  9.4e+13   449  0.9    27  0.17  0.01   375
 810  0.144  0.206  23856  1.4e+14   511  1.0    35  0.19  0.01    76
 811  1.454  0.114  33193  1.1e+14   473  0.9    41  0.17  0.01   158
 812  0.037  0.811  40904  1.6e+13   246  0.5     0  0.93  0.02    88
 813  1.450  0.183  40851  8.1e+13   427  0.8    37  0.21  0.01   194
 814  0.935  0.461  38579  1.6e+14   541  1.1    63  0.30  0.01   169
 815  0.911  1.086  37656  5.3e+13   370  0.7    28  0.54  0.01    99
 816  0.019  0.307  31102  2.7e+14   640  1.3    47  0.17  0.01   121
 817  1.255  0.539  25008  7.9e+13   419  0.8    32  0.26  0.01    95
 818  1.191  0.745  39452  9.1e+13   444  0.9    36  0.27  0.01    89
 819  1.191  0.109  43416  3.0e+12   141  0.3     2  0.93  0.02   270
 820  0.944  0.193  34028     -1      -1   -1    -1    -1    -1   168
 821  0.863  0.405  48517  2.2e+13   276  0.5     8  0.71  0.01   229
 822  1.525  0.007  46688  1.4e+14   511  1.0    65  0.23  0.01   171
 823  1.002  1.309  43640  7.1e+13   409  0.8    26  0.50  0.01    72
 824  0.886  0.400  32183     -1      -1   -1    -1    -1    -1   159
 825  0.769  0.605  48247  9.8e+13   456  0.9    29  0.16  0.01   152
 826  0.480  0.318  45447  3.7e+13   328  0.6    30  0.27  0.01   115
 827  0.235  0.193  39411  1.5e+14   527  1.0     2  0.41  0.01   445
 828  0.743  0.400  44606  2.3e+14   602  1.2    90  0.12  0.01   361
 829  0.475  1.329  39111  1.2e+14   486  1.0    48  0.49  0.01    57
 830  0.487  0.666  29446  9.9e+13   453  0.9    17  0.25  0.01   172
 831  0.398  0.640  47015  3.5e+13   324  0.6    22  0.33  0.01   188
 832  0.838  0.408  45928  8.9e+13   441  0.9    40  0.19  0.01   188
 833  0.578  1.253  49908  6.5e+13   398  0.8    35  0.45  0.01    66
 834  0.327  0.556  42678  1.4e+14   517  1.0    51  0.20  0.01   377
 835  1.139  0.504  38188  1.8e+14   559  1.1    54  0.28  0.01   175
 836  0.010  0.547  48863  8.8e+13   440  0.9    53  0.20  0.01   149
 837  0.700  0.573  22642  5.3e+13   366  0.7    30  0.53  0.01    53
 838  1.028  1.059  44457  3.1e+13   308  0.6    26  0.58  0.01   105
 839  0.283  1.314  22248  4.3e+13   341  0.7    23  0.41  0.01    34
 840  1.444  0.598  32258  5.3e+13   369  0.7    28  0.38  0.01   213
 841  0.990  0.570  42623  6.4e+13   394  0.8    41  0.25  0.01   137
 842  0.709  0.230  46827  8.6e+13   436  0.8    31  0.18  0.01   161
 843  1.147  0.006  17350  1.2e+14   482  1.0    33  0.29  0.01    62
 844  0.958  1.093  37240  4.9e+13   361  0.7    24  0.32  0.01   125
 845  0.643  0.983  49101  1.3e+14   507  1.0    74  0.09  0.01   301
 846  0.343  0.550  42814  1.2e+14   483  0.9    36  0.16  0.01   322
 847  0.111  0.630  34104  7.1e+13   407  0.8    33  0.30  0.01   111
 848  0.092  0.701  44667  3.6e+13   326  0.6    28  0.46  0.01   171
 849  0.279  0.003  47891  1.1e+14   481  0.9    11  0.58  0.01   162
 850  0.386  0.619  44340  7.2e+13   411  0.8    38  0.21  0.01   147
 851  0.013  0.224  43969  2.3e+14   604  1.2    74  0.16  0.01   235
 852  0.522  0.276  44616  1.8e+13   256  0.5    10  0.70  0.01   276
 853  0.564  0.560  34910  2.4e+13   282  0.6    21  0.45  0.01   117
 854  0.836  0.363  46548  8.0e+13   426  0.8    28  0.19  0.01   131
 855  0.929  0.353  10865  8.5e+13   427  0.9    48  0.36  0.01    63
 856  0.507  0.684  37256  7.5e+13   415  0.8    33  0.45  0.01   119
 857  1.392  0.141  34357  3.8e+13   329  0.7    21  0.37  0.01    91
 858  1.182  0.205  35196  1.8e+14   560  1.1    58  0.23  0.01   186
 859  0.886  0.374  46206  9.7e+13   454  0.9    34  0.18  0.01   283
 860  0.904  0.271  40218  7.9e+13   422  0.8    38  0.33  0.01   141
 861  0.694  0.288  39763  1.1e+14   479  0.9    31  0.23  0.01   141
 862  0.184  0.898  31634  1.3e+12   106  0.2     8  1.25  0.02   101
 863  0.257  0.217  37786  6.4e+13   394  0.8    20  0.27  0.01   269
 864  1.433  1.111  49349  1.1e+14   474  0.9    48  0.09  0.01   871
 865  1.227  0.494  44534  7.2e+13   410  0.8    28  0.19  0.01   166
 866  0.717  0.116  44086  8.7e+13   437  0.9    52  0.26  0.01   164
 867  0.376  0.257  47318  4.6e+13   354  0.7    26  0.25  0.01   252
 868  1.243  0.523  40286  1.9e+14   571  1.1    52  0.26  0.01   213
 869  0.270  1.035  47828  1.4e+14   513  1.0    55  0.15  0.01   191
 870  0.381  1.187  43433  7.4e+13   414  0.8    31  0.18  0.01   125
 871  1.068  0.800  48317  6.0e+13   386  0.8    37  0.26  0.01   242
 872  0.911  1.187  39582  2.2e+13   274  0.5    16  0.46  0.01    68
 873  1.162  0.532  28587  2.4e+14   607  1.2    95  0.13  0.01   357
 874  0.173  1.286   4399  1.5e+13   238  0.5    15  1.33  0.02    16
 875  0.220  0.177  25352  7.4e+13   411  0.8    42  0.31  0.01   117
 876  0.209  0.510  34807  4.9e+13   359  0.7    36  0.27  0.01   194
 877  0.564  0.254  46481  4.0e+13   337  0.7    30  0.27  0.01   254
 878  0.973  0.830  38624  1.3e+14   500  1.0    50  0.32  0.01   124
 879  0.516  0.398  21019  5.7e+13   376  0.8    28  0.36  0.01    64
 880  0.536  0.622  40797  1.4e+14   518  1.0    86  0.16  0.01   433
 881  0.825  0.972  22501  9.8e+13   450  0.9    33  0.29  0.01    58
 882  1.251  1.353  34964  1.3e+14   497  1.0    30  0.51  0.01    76
 883  0.158  0.354  32970  1.9e+14   565  1.1    70  0.15  0.01   191
 884  0.258  0.247  45040  7.0e+13   407  0.8    34  0.23  0.01   296
 885  0.988  0.006  35323  9.7e+13   452  0.9    38  0.24  0.01   107
 886  0.422  0.688  29541  2.0e+14   577  1.1    17  0.21  0.01    62
 887  1.080  0.684  49902  5.4e+13   373  0.7    38  0.15  0.01   180
 888  1.262  0.306  41682  5.1e+13   364  0.7    27  0.38  0.01   157
 889  0.768  0.000  30610  7.0e+13   404  0.8    26  0.34  0.01    65
 890  0.667  0.853  25881  1.1e+14   463  0.9    34  0.58  0.01    85
 891  0.613  0.550  47887  5.4e+13   373  0.7    32  0.45  0.01   151
 892  0.193  0.186  39778  1.6e+14   537  1.1    58  0.13  0.01   412
 893  0.610  0.438  43904  9.4e+12   207  0.4    21  0.59  0.02   163
 894  0.793  0.410  45380  9.0e+13   442  0.9    27  0.17  0.01   252
 895  0.066  0.849  47698  5.9e+13   384  0.7    39  0.15  0.01   161
 896  0.522  0.021  42331  1.1e+14   471  0.9    31  0.22  0.01   216
 897  1.537  1.169  36833  1.6e+14   530  1.0    71  0.17  0.01   189
 898  1.562  0.797  12539  1.6e+14   526  1.1    48  0.24  0.01    64
 899  1.113  0.421  49563  9.8e+13   456  0.9    33  0.12  0.01   396
 900  1.295  1.384  37420  8.2e+13   427  0.8    36  0.64  0.01    64
 901  0.039  0.412  30650     -1      -1   -1    -1    -1    -1   195
 902  0.484  0.664  29469  6.1e+13   386  0.8    46  0.32  0.01   203
 903  0.245  0.300  47333  3.6e+12   150  0.3    12  0.90  0.02   264
 904  0.101  0.128  49260  4.6e+13   355  0.7    25  0.09  0.01   184
 905  0.191  0.181  39734  1.8e+14   561  1.1    83  0.12  0.01   417
 906  0.077  0.474  48797  3.4e+13   320  0.6    29  0.20  0.01   240
 907  1.524  1.302  44791  6.5e+13   397  0.8    17  0.33  0.01    76
 908  1.458  0.917  45468  9.0e+13   442  0.9    23  0.34  0.01   124
 909  1.251  0.665  25156  4.3e+13   343  0.7    25  0.29  0.01    89
 910  0.268  0.301  47826  1.1e+14   480  0.9    36  0.13  0.01   355
 911  0.022  0.767  39866  8.8e+13   438  0.9    47  0.30  0.01   197
 912  0.493  0.135  36837  1.0e+14   462  0.9    34  0.24  0.01   294
 913  0.883  0.241  24751  7.8e+13   418  0.8    41  0.30  0.01   103
 914  0.980  0.205  20192  1.2e+14   477  1.0    23  0.38  0.01    55
 915  0.056  0.706  44822  1.2e+14   489  1.0    62  0.20  0.01   207
 916  1.179  0.647  42648  8.2e+13   428  0.8    30  0.53  0.01   102
 917  1.511  0.507  39899  9.4e+13   448  0.9    52  0.19  0.01   296
 918  0.017  1.187  18930  2.8e+13   295  0.6    23  0.33  0.01    66
 919  1.325  1.272  46961  8.4e+13   433  0.8    51  0.25  0.01   109
 920  1.569  0.105  19110  7.3e+13   408  0.8    13  0.84  0.01    60
 921  0.077  0.728  45366  6.7e+13   401  0.8    34  0.27  0.01   113
 922  0.421  0.231  46770  6.1e+13   389  0.8    53  0.20  0.01   364
 923  0.996  1.068  44279  4.2e+13   341  0.7    31  0.31  0.01   149
 924  0.985  0.631  29414  1.5e+14   518  1.0    46  0.33  0.01   128
 925  1.377  0.526  34059  9.5e+13   448  0.9    24  0.39  0.01   103
 926  0.405  0.325  40857  8.4e+13   432  0.8    77  0.16  0.01   335
 927  0.098  0.536  46535  2.8e+13   301  0.6    23  0.30  0.01   148
 928  0.314  1.194  48806  9.0e+13   443  0.9    43  0.12  0.01   142
 929  0.867  0.279  44592  6.6e+13   399  0.8    30  0.24  0.01   141
 930  0.391  0.381  35942  2.2e+13   276  0.5    19  0.29  0.01   210
 931  1.338  0.644  31415  1.6e+14   533  1.1    54  0.23  0.01   181
 932  1.533  0.301  36775  5.2e+13   367  0.7    28  0.26  0.01   161
 933  0.504  0.387  46796  6.6e+13   400  0.8    29  0.29  0.01   198
 934  1.163  1.054  34309  1.5e+14   519  1.0    68  0.20  0.01   139
 935  0.211  0.063  48372  1.4e+14   517  1.0    44  0.13  0.01   270
 936  1.493  0.945  45265  4.3e+13   345  0.7    29  0.46  0.01   156
 937  1.521  0.065  47745  7.2e+13   411  0.8    49  0.24  0.01   234
 938  0.623  0.257  43026  1.0e+14   461  0.9    55  0.14  0.01   270
 939  1.110  0.353  46019  7.9e+13   423  0.8    44  0.42  0.01   163
 940  0.370  0.212  34863  1.5e+13   241  0.5    15  0.82  0.02   171
 941  0.952  1.129  35973  7.4e+13   413  0.8    32  0.56  0.01    87
 942  1.017  0.472  40633  4.4e+13   348  0.7    21  0.29  0.01   148
 943  0.226  0.567  45993  5.5e+13   374  0.7    27  0.31  0.01   116
 944  0.378  0.015  37951  1.5e+14   519  1.0    37  0.44  0.01   192
 945  0.237  0.885  37587  1.0e+14   457  0.9    39  0.42  0.01    80
 946  0.724  0.508  36897  9.1e+13   443  0.9    30  0.25  0.01   188
 947  0.527  0.382  42328  1.7e+14   548  1.1    48  0.18  0.01   161
 948  0.756  0.091  36678  1.0e+14   459  0.9    38  0.18  0.01   190
 949  1.440  0.729  24667  7.9e+13   419  0.8    31  0.11  0.01    66
 950  1.224  0.827  23964  9.5e+13   447  0.9    24  0.43  0.01   129
 951  0.786  1.343  27647  4.7e+13   352  0.7    27  0.30  0.01    43
 952  1.007  0.666  27637  1.1e+14   473  0.9    39  0.38  0.01    91
 953  0.101  0.776  43327  6.0e+13   387  0.8    34  0.27  0.01   214
 954  1.423  0.370  43511  4.2e+13   343  0.7    35  0.37  0.01   206
 955  0.854  0.414  48537  1.3e+14   497  1.0    41  0.11  0.01   184
 956  0.799  0.507  24250  9.4e+13   445  0.9    37  0.20  0.01   169
 957  0.250  0.961  30850  4.8e+13   355  0.7     0  0.87  0.01    63
 958  0.547  0.551  29011  9.5e+13   448  0.9    34  0.36  0.01   106
 959  0.301  0.199  35941  6.2e+13   388  0.8    31  0.34  0.01   163
 960  0.011  0.638  49348  4.4e+13   348  0.7    34  0.24  0.01   122
 961  0.924  0.742  39926  4.2e+13   342  0.7    23  0.38  0.01   103
 962  0.797  0.751  44530  5.9e+13   385  0.8    34  0.27  0.01   168
 963  1.308  1.359  37114  7.2e+13   409  0.8    32  0.42  0.01    69
 964  0.316  0.733  35351  5.2e+13   367  0.7    28  0.27  0.01   193
 965  1.326  0.014  43174  1.4e+13   234  0.5    18  0.34  0.02   181
 966  0.682  0.052  30966  4.1e+13   337  0.7    26  0.29  0.01   119
 967  0.167  0.533  21808  6.0e+12   176  0.4    10  1.18  0.02    55
 968  0.782  0.554  38770  6.0e+13   386  0.8    26  0.28  0.01   135
 969  0.029  0.451  32743  1.5e+14   519  1.0    69  0.23  0.01   237
 970  0.836  0.378  45630  3.6e+13   325  0.6    19  0.20  0.01   204
 971  1.061  0.421  32395  8.2e+13   426  0.8    31  0.27  0.01    95
 972  0.055  0.918  23677  2.1e+14   578  1.2    71  0.22  0.01   136
 973  1.562  0.309  43198  2.2e+14   594  1.2    63  0.15  0.01   157
 974  1.456  0.207  34219  1.1e+14   464  0.9    48  0.35  0.01   189
 975  1.175  0.520  29234  5.3e+14   797  1.6   125  0.10  0.01   401
 976  0.045  0.270  48508  8.9e+13   442  0.9    46  0.18  0.01   264
 977  1.507  0.795  40041  6.5e+13   396  0.8    22  0.17  0.01   181
 978  0.617  0.348  43481  1.8e+13   257  0.5     0  0.92  0.01    83
 979  0.058  0.898  45052  5.3e+13   371  0.7    30  0.30  0.01   181
 980  0.354  0.412  25412  5.1e+13   362  0.7    26  0.68  0.01    74
 981  1.526  1.004  27821  7.1e+12   187  0.4    16  0.46  0.02    73
 982  0.643  0.154  43911  6.4e+13   395  0.8    38  0.24  0.01   163
 983  1.271  0.173  31621  1.2e+14   486  1.0    49  0.32  0.01   131
 984  0.976  1.164  40766  9.8e+13   454  0.9    46  0.20  0.01   139
 985  1.397  0.784  31802  5.5e+13   373  0.7    28  0.29  0.01    94
 986  0.531  0.387  19674  1.7e+14   539  1.1    35  0.26  0.01    66
 987  0.113  0.982  45202  9.3e+13   448  0.9    25  0.29  0.01    89
 988  0.663  0.901  46821  7.2e+13   410  0.8    14  0.56  0.01   245
 989  1.553  0.841  30855  4.9e+13   358  0.7    29  0.35  0.01   114
 990  0.150  1.256  41898  6.4e+13   393  0.8    33  0.36  0.01    76
 991  0.950  0.632  49153  4.9e+13   361  0.7    27  0.53  0.01   158
 992  0.064  1.311  31244  8.7e+13   435  0.9    37  0.48  0.01    51
 993  0.094  0.002  45436  6.3e+13   393  0.8    30  0.38  0.01   207
 994  1.508  1.224  34703  8.4e+13   430  0.9    32  0.25  0.01    86
 995  0.338  1.155  32560  6.9e+12   186  0.4    15  1.21  0.02    40
 996  0.036  0.626  21126  2.9e+14   645  1.3    73  0.13  0.01   136
 997  0.746  0.383  45238  6.1e+13   390  0.8    53  0.17  0.01   285
 998  0.862  0.183  30886  2.8e+13   298  0.6    10  0.95  0.01    58
 999  0.981  1.130  35988  5.3e+13   369  0.7    32  0.66  0.01    82
1000  0.601  0.926  46490     -1      -1   -1    -1    -1    -1    84
